"5","Кофе получается вкусный, готовится около 2 мин., немного повозилась с молоком для капучино, но думаю надо наловчиться. Компактная, пока я всем довольна. Заказ сделала 11.09.17, получила 14.09.17."
"5","Вкусный кофе готовит хорошый латте получается."
"4","За свою цену хорошая"
"5","Хороша кавоварка якщо враховувати ціну та 2 роки гарантііі, звичайно пінку зробити не вийде тому що тиск 3.5 бар, потрібно 15 бар але кава виходить смачна, оптимальне рішення бюджетноіі кавоваркі"
"4","Хотелось бы видеть минимальную автоматику, но ее просто нет, а значит это не недостаток, а техническая особенность. За счёт рожка, кофе заваривается хорошо., и на выходе напиток комфортной температуры не превышающей 90 градусов по Цельсию."
"5","Хороша кофеварка, правда ще не робили капучіно. За таку ціну повністю виконує свої функції. Виходить хороше еспрессо."
"4","Хорошая кофеварка, для того чтоб прослужила дольше, держите регулятор включенным, а управляйте вкылым и выклым через розетку, тогда крутилка не выйдет из строя с старайтесь без особой силы закручивать крышку."
"5","Хороша, не дорога кавоварка. Кава виходить смачна. Але покищо не зміг зробити еспресо з пінкою. Поки робив лише 2 рази. Можливо слабо утрамбовував каву, або не достатньо дрібний помол."
"5","Очень понравилась!"
"5","За такую цену качественный и практичный товар. Спасибо"
"5","Супер кофеварка не могу нарадоватся кофе нежное и вкусное спасибо за вашу работу!"
